"s","a","r","sp"
18737,3,-25,18232
18232,5,-25,18227
18227,5,-25,17722
17722,2,-100,17217
17217,3,-25,17212
17212,5,-25,17206
17206,5,-25,17201
17201,3,-25,17196
17196,4,0,17190
17190,4,0,17185
17185,3,-25,17680
17680,5,-25,17675
17675,5,-25,18171
18171,5,-25,18667
18667,3,-25,19163
19163,3,-25,19159
19159,3,-25,19655
19655,4,0,20152
20152,5,-25,21150
21150,2,-100,21147
21147,3,-25,21645
21645,3,-25,22143
22143,5,-25,22641
22641,2,-100,23140
23140,2,-100,23639
23639,3,-25,24139
24139,2,-100,24138
24138,5,-25,25138
25138,3,-25,25639
25639,5,-25,26640
26640,4,0,27141
27141,6,-100,28144
28144,4,0,28646
28646,4,0,29149
29149,5,-25,30153
30153,6,-100,30657
30657,3,-25,31161
31161,4,0,31666
31666,4,0,32171
32171,3,-25,32176
32176,5,-25,32681
32681,5,-25,33187
33187,4,0,33192
33192,3,-25,33198
33198,4,0,33704
33704,3,-25,33210
33210,4,0,33215
33215,6,-100,33721
33721,3,-25,33227
33227,3,-25,32732
32732,4,0,32237
32237,3,-25,31742
31742,3,-25,31246
31246,6,-100,31251
31251,4,0,30755
30755,3,-25,30258
30258,3,-25,29261
29261,3,-25,28764
28764,6,-100,28266
28266,6,-100,28268
28268,3,-25,27270
27270,6,-100,26771
26771,3,-25,26272
26272,6,-100,25773
25773,4,0,25273
25273,4,0,24272
24272,5,-25,23772
23772,5,-25,23271
23271,5,-25,22769
22769,5,-25,22267
22267,4,0,21765
21765,4,0,21263
21263,3,-25,20260
20260,5,-25,20256
20256,3,-25,19252
19252,3,-25,18748
18748,4,0,18244
18244,3,-25,17739
17739,3,-25,17233
17233,3,-25,16728
16728,4,0,16222
16222,2,-100,15716
15716,3,-25,15709
15709,3,-25,15203
15203,4,0,15696
15696,5,-25,15690
15690,4,0,15684
15684,2,-100,15677
15677,4,0,16171
16171,4,0,16166
16166,4,0,16660
16660,4,0,17155
17155,2,-100,17650
17650,4,0,18145
18145,4,0,18641
18641,5,-25,19637
19637,3,-25,20134
20134,5,-25,20631
20631,2,-100,21128
21128,4,0,22126
22126,2,-100,22125
22125,2,-100,22623
22623,4,0,23622
23622,2,-100,24122
24122,2,-100,24621
24621,4,0,25122
25122,5,-25,26123
26123,5,-25,27124
27124,5,-25,28126
28126,6,-100,29129
29129,6,-100,30133
30133,3,-25,30637
30637,3,-25,31141
31141,5,-25,32146
32146,5,-25,32652
32652,6,-100,33658
33658,3,-25,34164
34164,6,-100,34671
34671,4,0,35178
35178,6,-100,35685
35685,6,-100,36193
36193,3,-25,36201
36201,3,-25,36208
36208,3,-25,36216
36216,3,-25,35723
35723,4,0,35730
35730,3,-25,35237
35237,5,-25,34744
34744,4,0,34751
34751,4,0,34257
34257,4,0,33763
33763,4,0,32768
32768,6,-100,32773
32773,4,0,31778
31778,4,0,31282
31282,6,-100,30786
30786,6,-100,30290
30290,4,0,29793
29793,6,-100,29296
29296,5,-25,28298
28298,5,-25,27800
27800,3,-25,26801
26801,5,-25,25802
25802,5,-25,25302
25302,4,0,24302
24302,3,-25,23301
23301,4,0,22799
22799,3,-25,21796
21796,5,-25,20794
20794,5,-25,20290
20290,5,-25,19787
19787,3,-25,18782
18782,3,-25,17777
17777,4,0,17272
17272,5,-25,16766
16766,5,-25,16260
16260,4,0,15754
15754,2,-100,14747
14747,5,-25,14239
14239,2,-100,13732
13732,5,-25,13724
13724,5,-25,13716
13716,5,-25,13708
13708,4,0,13700
13700,3,-25,13192
13192,3,-25,13184
13184,5,-25,13677
13677,4,0,14169
14169,5,-25,14662
14662,4,0,15155
15155,3,-25,15149
15149,5,-25,16143
16143,2,-100,16137
16137,3,-25,16632
16632,5,-25,17627
17627,4,0,18622
18622,3,-25,19118
19118,4,0,20115
20115,2,-100,20612
20612,4,0,21109
21109,5,-25,22108
22108,5,-25,23106
23106,5,-25,24106
24106,2,-100,24606
24606,2,-100,25606
25606,3,-25,26107
26107,5,-25,27109
27109,5,-25,28111
28111,6,-100,29114
29114,4,0,30118
30118,4,0,31122
31122,5,-25,31627
31627,5,-25,32632
32632,3,-25,33138
33138,4,0,34144
34144,5,-25,34651
34651,5,-25,35658
35658,4,0,36166
36166,3,-25,36173
36173,6,-100,37182
37182,6,-100,37690
37690,4,0,37699
37699,6,-100,38208
38208,3,-25,37717
37717,6,-100,38226
38226,3,-25,37734
37734,4,0,37243
37243,6,-100,37251
37251,4,0,36760
36760,4,0,36267
36267,5,-25,35775
35775,6,-100,35282
35282,4,0,34788
34788,4,0,33794
33794,4,0,33300
33300,6,-100,32805
32805,5,-25,31810
31810,5,-25,31314
31314,5,-25,30318
30318,6,-100,29821
29821,4,0,28824
28824,5,-25,28326
28326,4,0,27327
27327,4,0,26328
26328,4,0,25328
25328,4,0,24328
24328,5,-25,23327
23327,2,-100,22325
22325,5,-25,21322
21322,3,-25,20319
20319,3,-25,19315
19315,4,0,18310
18310,4,0,17305
17305,4,0,16800
16800,2,-100,15293
15293,3,-25,14286
14286,4,0,13778
13778,3,-25,12770
12770,2,-100,11761
11761,3,-25,11251
11251,2,-100,10241
10241,5,-25,10231
10231,2,-100,9220
9220,2,-100,8709
8709,4,0,8698
8698,4,0,8687
8687,3,-25,9176
9176,5,-25,9166
9166,3,-25,9655
9655,4,0,10145
10145,2,-100,10635
10635,2,-100,10626
10626,5,-25,11617
11617,5,-25,12608
12608,5,-25,13601
13601,2,-100,14093
14093,2,-100,14586
14586,3,-25,15580
15580,4,0,16575
16575,4,0,17570
17570,5,-25,18565
18565,4,0,19562
19562,5,-25,20559
20559,4,0,21557
21557,2,-100,22055
22055,2,-100,23054
23054,5,-25,24053
24053,3,-25,25053
25053,3,-25,25554
25554,3,-25,26555
26555,4,0,27557
27557,6,-100,28559
28559,5,-25,29563
29563,6,-100,31067
31067,6,-100,32072
32072,6,-100,33578
33578,4,0,34585
34585,5,-25,35592
35592,6,-100,37100
37100,4,0,37609
37609,6,-100,39119
39119,6,-100,40129
40129,6,-100,41140
41140,6,-100,42152
42152,4,0,42664
42664,4,0,43177
43177,3,-25,43189
43189,6,-100,43702
43702,6,-100,44215
44215,3,-25,43728
43728,6,-100,44241
44241,6,-100,43754
43754,4,0,43267
43267,3,-25,42779
42779,4,0,41791
41791,4,0,41302
41302,6,-100,40812
40812,4,0,39822
39822,4,0,38832
38832,6,-100,38341
38341,6,-100,37349
37349,3,-25,36357
36357,3,-25,35364
35364,6,-100,34871
34871,5,-25,33877
33877,3,-25,32882
32882,4,0,31887
31887,5,-25,31391
31391,6,-100,30895
30895,3,-25,29898
29898,5,-25,29401
29401,5,-25,28904
28904,5,-25,28406
28406,5,-25,27407
27407,4,0,26909
26909,4,0,26409
26409,3,-25,25409
25409,3,-25,24409
24409,2,-100,23408
23408,4,0,22906
22906,3,-25,21904
21904,4,0,20901
20901,3,-25,20398
20398,2,-100,18894
18894,3,-25,18389
18389,2,-100,16883
16883,4,0,15877
15877,5,-25,15370
15370,5,-25,14863
14863,2,-100,13355
13355,4,0,12347
12347,3,-25,11337
11337,3,-25,10327
10327,4,0,9316
9316,3,-25,8304
8304,5,-25,7292
7292,5,-25,6780
6780,5,-25,6267
6267,5,-25,5754
5754,5,-25,5240
5240,5,-25,5227
5227,2,-100,4713
4713,4,0,4199
4199,3,-25,4184
4184,5,-25,4671
4671,2,-100,4657
4657,3,-25,5143
5143,3,-25,5630
25343,3,-25,24712
24712,3,-25,24712
24712,3,-25,24212
24212,3,-25,24211
24211,3,-25,23710
23710,3,-25,23709
23709,3,-25,23208
23208,3,-25,23207
23207,3,-25,23205
23205,3,-25,22704
22704,3,-25,22702
22702,3,-25,22701
22701,3,-25,22199
22199,3,-25,22197
22197,3,-25,22195
22195,3,-25,22193
22193,3,-25,22191
22191,3,-25,22190
22190,3,-25,22188
22188,3,-25,22186
22186,3,-25,22184
22184,3,-25,22182
22182,3,-25,22180
22180,3,-25,22679
22679,3,-25,22677
22677,3,-25,22675
22675,3,-25,22674
22674,3,-25,23173
23173,3,-25,23172
23172,3,-25,23171
23171,3,-25,23670
23670,3,-25,23669
23669,3,-25,24168
24168,3,-25,24168
24168,3,-25,24668
24668,3,-25,24667
24667,3,-25,25168
25168,5,-25,25668
25668,5,-25,26169
26169,5,-25,26670
26670,5,-25,27172
27172,5,-25,27673
27673,5,-25,28176
28176,5,-25,28678
28678,5,-25,29181
29181,5,-25,29684
29684,5,-25,29688
29688,5,-25,30191
30191,5,-25,30695
30695,5,-25,30699
30699,5,-25,31203
31203,5,-25,31208
31208,5,-25,31212
31212,5,-25,31717
31717,5,-25,31721
31721,5,-25,31726
31726,5,-25,31230
31230,5,-25,31234
31234,5,-25,31239
31239,5,-25,30743
30743,5,-25,30747
30747,5,-25,30250
30250,5,-25,30254
30254,5,-25,29757
29757,5,-25,29260
29260,5,-25,29263
29263,5,-25,28765
28765,5,-25,28267
28267,5,-25,27769
27769,5,-25,27271
27271,5,-25,26772
26772,5,-25,26273
26273,5,-25,25773
25773,5,-25,25273
25273,5,-25,24773
24773,3,-25,23772
23772,3,-25,22771
22771,3,-25,22269
22269,3,-25,21266
21266,3,-25,20763
20763,3,-25,19760
19760,3,-25,19256
19256,3,-25,18251
18251,3,-25,17746
17746,3,-25,17241
17241,3,-25,16735
16735,3,-25,16229
16229,3,-25,15723
15723,3,-25,15216
15216,3,-25,15209
15209,3,-25,14702
14702,3,-25,14695
14695,3,-25,14688
14688,3,-25,14681
14681,3,-25,14674
14674,3,-25,14667
14667,3,-25,15161
15161,3,-25,15154
15154,3,-25,15648
15648,3,-25,16142
16142,3,-25,16636
16636,3,-25,17131
17131,3,-25,17626
17626,3,-25,18122
18122,3,-25,19118
19118,3,-25,19614
19614,3,-25,20111
20111,3,-25,21108
21108,3,-25,21606
21606,3,-25,22104
22104,3,-25,23103
23103,3,-25,23602
23602,3,-25,24602
24602,3,-25,25102
25102,5,-25,26103
26103,5,-25,27105
27105,5,-25,28107
28107,5,-25,29110
29110,5,-25,30114
30114,5,-25,31118
31118,5,-25,32123
32123,5,-25,33129
33129,5,-25,34135
34135,5,-25,35142
35142,5,-25,35650
35650,5,-25,36658
36658,5,-25,37166
37166,5,-25,37675
37675,5,-25,38184
38184,5,-25,38693
38693,5,-25,38703
38703,5,-25,39213
39213,5,-25,39222
39222,5,-25,39232
39232,5,-25,39242
39242,5,-25,38751
38751,5,-25,38761
38761,5,-25,38270
38270,5,-25,37778
37778,5,-25,37286
37286,5,-25,36294
36294,5,-25,35802
35802,5,-25,35309
35309,5,-25,34315
34315,5,-25,33821
33821,5,-25,32826
32826,5,-25,32331
32331,5,-25,31335
31335,5,-25,30339
30339,5,-25,29842
29842,5,-25,28845
28845,5,-25,28347
28347,5,-25,27348
27348,5,-25,26349
26349,5,-25,25850
25850,5,-25,24850
24850,3,-25,23849
23849,3,-25,22847
22847,3,-25,21845
21845,3,-25,20342
20342,3,-25,19338
19338,3,-25,18333
18333,3,-25,17328
17328,3,-25,15821
15821,3,-25,14815
14815,3,-25,13807
13807,3,-25,12798
12798,3,-25,11789
11789,3,-25,10780
10780,3,-25,9769
9769,3,-25,9258
9258,3,-25,8247
8247,3,-25,7735
7735,3,-25,7223
7223,3,-25,6711
6711,3,-25,6698
6698,3,-25,6686
6686,3,-25,6673
6673,3,-25,6661
6661,3,-25,7148
7148,3,-25,7636
7636,3,-25,8125
8125,3,-25,8614
8614,3,-25,9103
9103,3,-25,10093
10093,3,-25,10583
10583,3,-25,11574
11574,3,-25,12065
12065,3,-25,13057
13057,3,-25,14050
14050,3,-25,14543
14543,3,-25,15536
15536,3,-25,16030
16030,3,-25,17025
17025,3,-25,17520
17520,3,-25,18015
18015,3,-25,19011
19011,3,-25,19508
19508,3,-25,20004
20004,3,-25,20501
20501,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,29008
29008,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,37054
37054,5,-25,38063
38063,5,-25,39073
39073,5,-25,40084
40084,5,-25,41595
41595,5,-25,42607
42607,5,-25,43620
43620,5,-25,44633
44633,5,-25,45147
45147,5,-25,46162
46162,5,-25,46677
46677,5,-25,47192
47192,5,-25,47707
47707,5,-25,47723
47723,5,-25,47738
47738,5,-25,47254
47254,5,-25,47269
47269,5,-25,46784
46784,5,-25,46298
46298,5,-25,45312
45312,5,-25,44825
44825,5,-25,43838
43838,5,-25,43350
43350,5,-25,42362
42362,5,-25,41374
41374,5,-25,40884
40884,5,-25,40395
40395,5,-25,39404
39404,5,-25,38914
38914,5,-25,38423
38423,5,-25,37932
37932,5,-25,37940
37940,5,-25,37449
37449,5,-25,37457
37457,5,99975,36965
25343,2,-100,24704
24704,3,-25,24703
24703,2,-100,24203
24203,5,-25,24202
24202,3,-25,24202
24202,3,-25,24201
24201,5,-25,24201
24201,2,-100,24200
24200,3,-25,23700
23700,3,-25,23699
23699,3,-25,23698
23698,3,-25,23697
23697,3,-25,23696
23696,4,0,23695
23695,2,-100,23694
23694,5,-25,23693
23693,4,0,23693
23693,3,-25,23692
23692,2,-100,23691
23691,3,-25,23690
23690,3,-25,23689
23689,3,-25,23688
23688,2,-100,23687
23687,4,0,23686
23686,4,0,23686
23686,3,-25,24185
24185,2,-100,23684
23684,5,-25,24184
24184,2,-100,24183
24183,5,-25,24683
24683,4,0,24683
24683,5,-25,25183
25183,4,0,25183
25183,5,-25,25684
25684,3,-25,25685
25685,6,-100,26186
26186,5,-25,26687
26687,6,-100,27188
27188,6,-100,27690
27690,5,-25,28192
28192,3,-25,28195
28195,4,0,28197
28197,5,-25,28199
28199,6,-100,28702
28702,4,0,28705
28705,5,-25,29207
29207,6,-100,29210
29210,3,-25,29213
29213,5,-25,29216
29216,3,-25,28719
28719,5,-25,28721
28721,4,0,28724
28724,5,-25,28726
28726,6,-100,28729
28729,3,-25,28231
28231,5,-25,28234
28234,4,0,27736
27736,5,-25,27737
27737,6,-100,27739
27739,5,-25,27741
27741,6,-100,27243
27243,4,0,27244
27244,4,0,26745
26745,6,-100,26746
26746,5,-25,26247
26247,4,0,25748
25748,6,-100,25748
25748,4,0,25248
25248,5,-25,24748
24748,2,-100,24248
24248,5,-25,23747
23747,4,0,23246
23246,4,0,22744
22744,5,-25,22743
22743,4,0,22241
22241,5,-25,22239
22239,3,-25,21737
21737,2,-100,20734
20734,3,-25,20231
20231,2,-100,19727
19727,3,-25,19223
19223,3,-25,19219
19219,2,-100,18715
18715,5,-25,18710
18710,5,-25,18706
18706,4,0,18702
18702,4,0,18698
18698,4,0,18693
18693,3,-25,18689
18689,4,0,18685
18685,2,-100,18681
18681,5,-25,19177
19177,2,-100,19173
19173,5,-25,19669
19669,3,-25,19666
19666,3,-25,20163
20163,2,-100,20160
20160,4,0,20657
20657,3,-25,21154
21154,4,0,21652
21652,2,-100,21650
21650,5,-25,22648
22648,3,-25,23147
23147,3,-25,23646
23646,2,-100,23645
23645,5,-25,24645
24645,4,0,25145
25145,3,-25,25645
25645,5,-25,26146
26146,4,0,26647
26647,4,0,27649
27649,5,-25,28151
28151,5,-25,28654
28654,6,-100,29657
29657,3,-25,30161
30161,3,-25,30165
30165,3,-25,30669
30669,3,-25,30673
30673,5,-25,31177
31177,4,0,31682
31682,5,-25,32187
32187,4,0,32192
32192,3,-25,32197
32197,3,-25,32202
32202,5,-25,32207
32207,3,-25,32212
32212,5,-25,32217
32217,6,-100,32722
32722,4,0,32227
32227,3,-25,31732
31732,4,0,31736
31736,4,0,31241
31241,4,0,30745
30745,3,-25,30249
30249,5,-25,30252
30252,6,-100,29755
29755,6,-100,29759
29759,5,-25,29262
29262,6,-100,29264
29264,5,-25,28767
28767,6,-100,28269
28269,4,0,27771
27771,3,-25,26772
26772,4,0,26273
26273,5,-25,25773
25773,3,-25,24773
24773,2,-100,23772
23772,5,-25,23271
23271,3,-25,22270
22270,4,0,21767
21767,2,-100,20765
20765,2,-100,19761
19761,5,-25,19757
19757,3,-25,18753
18753,2,-100,18248
18248,3,-25,17243
17243,3,-25,16738
16738,4,0,16232
16232,5,-25,16226
16226,4,0,16220
16220,5,-25,16214
16214,4,0,16208
16208,3,-25,15701
15701,5,-25,16195
16195,5,-25,16189
16189,4,0,16183
16183,3,-25,16678
16678,2,-100,16672
16672,4,0,16666
16666,2,-100,16661
16661,4,0,17156
17156,3,-25,17651
17651,3,-25,18146
18146,2,-100,18142
18142,2,-100,18637
18637,5,-25,19634
19634,3,-25,20130
20130,2,-100,20627
20627,3,-25,21125
21125,2,-100,21622
21622,3,-25,22120
22120,3,-25,22619
22619,4,0,23618
23618,4,0,24117
24117,3,-25,25117
25117,3,-25,25618
25618,6,-100,26619
26619,6,-100,27621
27621,4,0,28624
28624,5,-25,29627
29627,5,-25,30631
30631,3,-25,31135
31135,5,-25,31640
31640,4,0,32645
32645,6,-100,33651
33651,4,0,34157
34157,6,-100,34664
34664,5,-25,35671
35671,3,-25,35678
35678,3,-25,35686
35686,6,-100,36194
36194,3,-25,36201
36201,5,-25,36709
36709,5,-25,36717
36717,4,0,36725
36725,4,0,36233
36233,4,0,35740
35740,6,-100,35748
35748,5,-25,35755
35755,6,-100,35262
35262,6,-100,35269
35269,4,0,34776
34776,4,0,33782
33782,3,-25,32787
32787,6,-100,32292
32292,6,-100,31797
31797,3,-25,30801
30801,4,0,30305
30305,4,0,29308
29308,6,-100,28810
28810,3,-25,27812
27812,3,-25,26813
26813,5,-25,25814
25814,3,-25,24813
24813,5,-25,24313
24313,5,-25,23312
23312,2,-100,22310
22310,5,-25,21307
21307,2,-100,20304
20304,2,-100,18799
18799,4,0,18295
18295,2,-100,16789
16789,3,-25,15783
15783,4,0,15276
15276,5,-25,14769
14769,3,-25,13762
13762,4,0,13254
13254,3,-25,12745
12745,5,-25,12237
12237,4,0,12228
12228,2,-100,11218
11218,2,-100,10709
10709,4,0,10699
10699,5,-25,11190
11190,3,-25,11180
11180,5,-25,11671
11671,4,0,11662
11662,5,-25,12654
12654,3,-25,12646
12646,2,-100,13137
13137,3,-25,13630
13630,5,-25,14623
14623,3,-25,15116
15116,2,-100,15610
15610,3,-25,16104
16104,4,0,17098
17098,3,-25,18094
18094,4,0,18590
18590,4,0,19586
19586,5,-25,20583
20583,3,-25,21581
21581,4,0,22580
22580,5,-25,23579
23579,5,-25,24579
24579,3,-25,25579
25579,5,-25,26580
26580,6,-100,28083
28083,6,-100,29086
29086,6,-100,30589
30589,3,-25,31094
31094,5,-25,32099
32099,5,-25,33605
33605,6,-100,34611
34611,3,-25,35119
35119,3,-25,36126
36126,4,0,36634
36634,6,-100,37643
37643,6,-100,38652
38652,5,-25,39162
39162,4,0,39673
39673,4,0,40183
40183,6,-100,40694
40694,6,-100,41205
41205,6,-100,41716
41716,3,-25,41227
41227,6,-100,41239
41239,3,-25,40749
40749,4,0,40260
40260,3,-25,39770
39770,4,0,39280
39280,3,-25,38289
38289,5,-25,37297
37297,6,-100,36805
36805,3,-25,35813
35813,4,0,35320
35320,3,-25,33826
33826,4,0,33331
33331,3,-25,31836
31836,5,-25,31340
31340,6,-100,30344
30344,6,-100,29847
29847,4,0,28850
28850,3,-25,27852
27852,4,0,26853
26853,6,-100,26354
26354,6,-100,25854
25854,4,0,24854
24854,3,-25,23353
23353,3,-25,22351
22351,3,-25,21348
21348,3,-25,20345
20345,2,-100,18841
18841,2,-100,17835
17835,5,-25,16830
16830,5,-25,15824
15824,3,-25,14817
14817,3,-25,13809
13809,2,-100,12800
12800,2,-100,11291
11291,5,-25,10781
10781,3,-25,9771
9771,5,-25,9260
9260,2,-100,8249
8249,2,-100,7737
7737,5,-25,7225
7225,5,-25,7213
7213,2,-100,7201
7201,4,0,7188
7188,5,-25,7176
7176,5,-25,7665
7665,2,-100,7653
7653,5,-25,8642
8642,4,0,9131
9131,4,0,10121
10121,2,-100,10111
10111,3,-25,11101
11101,4,0,12093
12093,3,-25,12584
12584,5,-25,13577
13577,5,-25,15070
15070,5,-25,16064
16064,3,-25,16558
16558,3,-25,17553
17553,3,-25,18549
18549,4,0,19045
19045,2,-100,20042
20042,5,-25,21039
21039,2,-100,21537
21537,5,-25,22535
22535,3,-25,23534
23534,5,-25,24534
24534,5,-25,25535
25535,4,0,26536
26536,3,-25,27037
27037,3,-25,28040
28040,5,-25,29042
29042,3,-25,29546
29546,3,-25,30550
30550,6,-100,31554
31554,3,-25,32560
32560,5,-25,33566
33566,4,0,34572
34572,4,0,35580
35580,5,-25,36588
36588,6,-100,38097
38097,6,-100,39107
39107,3,-25,40117
40117,5,-25,41128
41128,4,0,41640
41640,4,0,42151
42151,6,-100,43164
43164,3,-25,43677
43677,4,0,43690
43690,3,-25,43703
43703,4,0,43715
43715,5,-25,43728
43728,4,0,43741
43741,3,-25,43254
43254,3,-25,42266
42266,3,-25,41777
41777,4,0,41288
41288,6,-100,40799
40799,3,-25,39809
39809,6,-100,38818
38818,4,0,38327
38327,5,-25,37335
37335,6,-100,36843
36843,4,0,35851
35851,4,0,34857
34857,5,-25,33863
33863,5,-25,33369
33369,3,-25,32374
32374,4,0,31378
31378,3,-25,30381
30381,6,-100,29885
29885,4,0,28887
28887,4,0,27889
27889,5,-25,27391
27391,4,0,26392
26392,4,0,25892
25892,4,0,24892
24892,2,-100,23891
23891,5,-25,22889
22889,4,0,22387
22387,5,-25,21385
21385,5,-25,20882
20882,3,-25,19878
19878,3,-25,18874
18874,5,-25,17869
17869,3,-25,16864
16864,4,0,15858
15858,4,0,14851
14851,2,-100,13843
13843,2,-100,12334
12334,5,-25,11825
11825,5,-25,10816
10816,4,0,9805
9805,2,-100,8794
8794,5,-25,8283
8283,4,0,7270
7270,4,0,6758
6758,4,0,6245
6245,4,0,5732
5732,4,0,5218
5218,2,-100,4705
4705,5,-25,5191
5191,4,0,5178
5178,2,-100,5164
5164,2,-100,5151
5151,3,-25,5637
5637,2,-100,6125
6125,4,0,6612
6612,3,-25,7600
7600,3,-25,8089
8089,3,-25,9078
9078,3,-25,9567
9567,5,-25,10558
10558,4,0,11549
11549,4,0,12541
12541,3,-25,13533
13533,5,-25,14526
14526,2,-100,15019
15019,2,-100,15513
15513,3,-25,16007
16007,2,-100,16501
16501,5,-25,25001
25001,5,-25,25501
25501,4,0,26502
26502,4,0,27004
27004,5,-25,28006
28006,6,-100,29009
29009,4,0,29512
29512,3,-25,30516
30516,6,-100,31521
31521,6,-100,32526
32526,5,-25,33532
33532,5,-25,34539
34539,6,-100,36046
36046,4,0,37055
37055,5,-25,38064
38064,3,-25,38573
38573,3,-25,39583
39583,4,0,40594
40594,3,-25,41105
41105,6,-100,42618
42618,3,-25,43130
43130,4,0,44143
44143,6,-100,44657
44657,3,-25,45171
45171,4,0,45685
45685,3,-25,45699
45699,3,-25,45713
45713,5,-25,45727
45727,6,-100,45742
45742,4,0,45256
45256,3,-25,44769
44769,3,-25,43782
43782,6,-100,43295
43295,6,-100,42807
42807,3,-25,41819
41819,6,-100,41330
41330,5,-25,40840
40840,4,0,39850
39850,6,-100,38860
38860,3,-25,37869
37869,4,0,36877
36877,4,0,36385
36385,6,-100,35892
35892,5,-25,34898
34898,6,-100,34405
34405,4,0,33911
33911,4,0,32916
32916,3,-25,32421
32421,5,-25,31926
31926,5,-25,31430
31430,3,-25,30934
30934,4,0,30438
30438,3,-25,29941
29941,4,0,29444
29444,6,-100,29446
25343,4,0,24708
24708,1,-225,24708
24708,3,-25,24208
24208,5,-25,24707
24707,2,-100,24207
24207,4,0,24206
24206,6,-100,24206
24206,4,0,24205
24205,3,-25,24205
24205,5,-25,24205
24205,2,-100,24204
24204,6,-100,24204
24204,5,-25,24703
24703,1,-225,24203
24203,7,-225,24703
24703,3,-25,24702
24702,3,-25,24202
24202,7,-225,24702
24702,5,-25,24702
24702,1,-225,24702
24702,3,-25,24701
24701,1,-225,24201
24201,6,-100,24700
24700,3,-25,24700
24700,3,-25,24200
24200,3,-25,24199
24199,5,-25,24699
24699,2,-100,24198
24198,3,-25,24198
24198,1,-225,23697
23697,4,0,24196
24196,5,-25,24196
24196,6,-100,24696
24696,5,-25,24696
24696,1,-225,24696
24696,3,-25,24695
24695,7,-225,25195
25195,2,-100,24695
24695,2,-100,24695
24695,3,-25,24695
24695,2,-100,24194
24194,1,-225,24194
24194,6,-100,24694
24694,6,-100,25194
25194,6,-100,25694
25694,5,-25,25694
25694,1,-225,25695
25695,7,-225,26196
26196,4,0,26196
26196,6,-100,26697
26697,2,-100,26198
26198,3,-25,26199
26199,4,0,26200
26200,2,-100,26201
26201,3,-25,25701
25701,4,0,25702
25702,3,-25,25702
25702,4,0,25703
25703,6,-100,26204
26204,7,-225,26205
26205,4,0,26206
26206,7,-225,26707
26707,4,0,26708
26708,4,0,26709
26709,7,-225,27211
27211,1,-225,26712
26712,3,-25,26213
26213,6,-100,26714
26714,6,-100,26715
26715,3,-25,26716
26716,5,-25,26717
26717,5,-25,26719
26719,2,-100,26219
26219,2,-100,25720
25720,3,-25,25220
25220,5,-25,25220
25220,5,-25,25220
25220,4,0,25221
25221,4,0,24721
24721,3,-25,24720
24720,4,0,24220
24220,2,-100,24219
24219,7,-225,24219
24219,1,-225,23718
23718,1,-225,23217
23217,6,-100,23216
23216,5,-25,23215
23215,2,-100,23213
23213,3,-25,22712
22712,1,-225,22210
22210,6,-100,22708
22708,4,0,22707
22707,1,-225,22205
22205,6,-100,22703
22703,5,-25,22702
22702,5,-25,22700
22700,5,-25,23199
23199,1,-225,22698
22698,1,-225,22696
22696,5,-25,22695
22695,5,-25,23193
23193,5,-25,23692
23692,7,-225,23692
23692,4,0,24191
24191,3,-25,24190
24190,1,-225,23690
23690,3,-25,23689
23689,2,-100,23688
23688,5,-25,24187
24187,6,-100,24687
24687,4,0,24687
24687,1,-225,24687
24687,6,-100,25187
25187,5,-25,25687
25687,1,-225,25188
25188,3,-25,25188
25188,7,-225,25689
25689,3,-25,25689
25689,4,0,26190
26190,7,-225,26691
26691,4,0,26693
26693,5,-25,27194
27194,5,-25,27196
27196,5,-25,27697
27697,3,-25,27699
27699,7,-225,27701
27701,1,-225,27703
27703,5,-25,27705
27705,2,-100,27207
27207,1,-225,27208
27208,1,-225,26709
26709,5,-25,26711
26711,6,-100,27212
27212,5,-25,27214
27214,1,-225,26715
26715,1,-225,26216
26216,2,-100,25716
25716,3,-25,25717
25717,1,-225,25217
25217,7,-225,25217
25217,4,0,25218
25218,7,-225,25218
25218,6,-100,25718
25718,2,-100,25218
25218,3,-25,24718
24718,4,0,24718
24718,5,-25,24718
24718,6,-100,24718
24718,5,-25,24718
24718,1,-225,24217
24217,1,-225,24217
24217,7,-225,24216
24216,4,0,24216
24216,4,0,23715
23715,4,0,23714
23714,6,-100,24213
24213,4,0,23713
23713,6,-100,24212
24212,7,-225,24212
24212,4,0,24211
24211,1,-225,23711
23711,2,-100,23710
23710,7,-225,23709
23709,5,-25,23708
23708,2,-100,23707
23707,4,0,23706
23706,1,-225,23205
23205,1,-225,22704
22704,5,-25,23202
23202,6,-100,23201
23201,2,-100,23200
23200,7,-225,23699
23699,3,-25,23198
23198,4,0,23697
23697,5,-25,23696
23696,1,-225,23695
23695,2,-100,23194
23194,6,-100,23693
23693,3,-25,23692
23692,5,-25,24192
24192,5,-25,24191
24191,7,-225,24691
24691,2,-100,24691
24691,3,-25,24690
24690,1,-225,24190
24190,1,-225,24190
24190,2,-100,24189
24189,5,-25,24189
24189,5,-25,24689
24689,1,-225,24688
24688,6,-100,25188
25188,3,-25,25189
25189,4,0,25189
25189,4,0,25689
25689,4,0,25690
25690,1,-225,25690
25690,2,-100,25190
25190,3,-25,25191
